Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"The antisocial thesis in queer theory - MLA Annual Convention - 27 December 2005, Washington, DC","Caserio, Robert L.",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 2006,2006,121,3,,,,819,821,,10.1632/pmla.2006.121.3.819,,,29,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,4,9,2,4,1
"Photography, war, outrage","Butler, J",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 2005,2005,120,3,,,,822,827,,10.1632/003081205X63886,,,29,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,4,4,3,2,4,3,0
"Law, literature, and the vanishing real: On the future of an interdisciplinary illusion","Peters, JS",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAR 2005,2005,120,2,,,,442,453,,10.1632/003081205X52383,,,29,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,7,1,3,1,4,1,0
CORRUPT ORIGINALS - THE PARADOX OF CENSORSHIP - INTRODUCTION,"HOLQUIST, M",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 1994,1994,109,1,,,,14,25,,,,,29,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,3,1,1,0,1,1,3,2,0,1,0,1,0,3,0,2,0,2,0
"SEX, LIES, AND THE PUBLIC SPHERE, SOME REFLECTIONS ON THE CONFIRMATION OF THOMAS,CLARENCE","FRASER, N",,,,CRITICAL INQUIRY,SPR 1992,1992,18,3,,,,595,612,,10.1086/448646,,,29,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,3,0,0,1,0,0,0,0,1,1,2,2,0,1,0,0,1,0,1,4,2
"AUSTEN,JANE AND THE MASTURBATING GIRL","SEDGWICK, EK",,,,CRITICAL INQUIRY,SUM 1991,1991,17,4,,,,818,837,,10.1086/448614,,,29,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,1,0,1,2,0,0,0,0,1,1,4,4,3,2,2,0
"HER BODY, HIMSELF - GENDER IN THE SLASHER FILM","CLOVER, CJ",,,,REPRESENTATIONS,FAL 1987,1987,,20,,,,187,228,,,,,29,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,4,1,1,3,3,4,6,1,0
"BUT, BEYOND, OPEN-LETTER TO MCCLINTOCK,ANNE AND NIXON,ROB + RACISM AND APARTHEID IN SOUTH-AFRICA","DERRIDA, J; KAMUF, P",,,,CRITICAL INQUIRY,FAL 1986,1986,13,1,,,,155,170,,10.1086/448379,,,29,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,2,1,1,0,1,1,1,0,0,0,0,0,1,0,2,1,3,2,1,1,2,1,0,0
"LAS 'MENINAS' AND THE MIRROR OF THE PRINCE + INTIMATION OF IDEALITY IN THE PAINTING OF VELAZQUEZ,DIEGO","SNYDER, J",,,,CRITICAL INQUIRY,1985,1985,11,4,,,,539,572,,10.1086/448307,,,29,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,1,0,2,1,2,0,0,0,0,1,0,0,1,1,1,4,2,0,4,1,1,1,0
MEANING AND SIGNIFICANCE REINTERPRETED,"HIRSCH, ED",,,,CRITICAL INQUIRY,1984,1984,11,2,,,,202,225,,,,,29,0.88,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,3,2,2,0,2,0,0
"THE SHAPING OF A CANON, UNITED-STATES FICTION, 1960-1975","OHMANN, R",,,,CRITICAL INQUIRY,1983,1983,10,1,,,,199,223,,10.1086/448243,,,29,0.85,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0,2,1,5,2,1,0,0,0,0
"OPPONENTS, AUDIENCES, CONSTITUENCIES, AND COMMUNITY","SAID, EW",,,,CRITICAL INQUIRY,1982,1982,9,1,,,,1,26,,10.1086/448186,,,29,0.83,0,0,0,0,0,0,0,0,0,0,4,4,2,3,2,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,1,1,0,0,0
METAPHOR AND CULTIVATION OF INTIMACY,"COHEN, T",,,,CRITICAL INQUIRY,1978,1978,5,1,,,,3,12,,10.1086/447969,,,29,0.74,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,2,3,3,0
PATRIARCHAL POETRY AND WOMEN READERS - REFLECTIONS ON MILTON BOGEY,"GILBERT, SM",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1978,1978,93,3,,,,368,382,,10.2307/461860,,,29,0.74,0,0,0,0,0,0,2,1,0,1,1,4,0,3,0,1,1,0,0,1,0,1,0,2,0,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,1,0,0,0
DESCRIBE OR NARRATE - PROBLEM IN REALISTIC REPRESENTATION,"ALPERS, S",,,,NEW LITERARY HISTORY,1976,1976,8,1,,,,15,41,,10.2307/468612,,,29,0.71,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,1,0,2,0,2,0,0,0,0,3,0,0,0,1,2,0,0,1,1,1,0,2,2,1,0,1,0,0
ARIADNE THREAD - REPETITION AND THE NARRATIVE LINE,"MILLER, JH",,,,CRITICAL INQUIRY,1976,1976,3,1,,,,57,77,,10.1086/447874,,,29,0.71,0,0,0,0,0,0,2,1,2,4,3,5,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
The Practice of Everyday (Media) Life: From Mass Consumption to Mass Cultural Production?,"Manovich, Lev",,,,CRITICAL INQUIRY,WIN 2009,2009,35,2,,,,319,331,,10.1086/596645,,,28,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,6,10,3,1
"Anonymity and authorship (Cultural history, aesthetic identity)","Griffin, RJ",,,,NEW LITERARY HISTORY,FAL 1999,1999,30,4,,,,877,895,,,,,28,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,2,4,0,3,3,3,1,1,1,0,0
LITERARY-THEORY AND ITS DISCONTENTS,"SEARLE, JR",,,,NEW LITERARY HISTORY,SUM 1994,1994,25,3,,,,637,667,,10.2307/469470,,,28,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,1,2,0,0,1,0,0,1,0,2,4,2,1,2,4,0,0
"CARTES-POSTALES, REPRESENTING PARIS 1900","SCHOR, N",,,,CRITICAL INQUIRY,WIN 1992,1992,18,2,,,,188,244,,10.1086/448630,,,28,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,2,0,2,0,0,1,0,0,2,1,0,4,2,1,2,2,1,1
"CAROLINE,QUEEN AND THE SEXUAL POLITICS OF POPULAR CULTURE IN LONDON, 1820","CLARK, A",,,,REPRESENTATIONS,SUM 1990,1990,,31,,,,47,68,,,,,28,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,2,3,1,1,1,2,0,0,0,1,3,2,0,2,3,0,0
NARRATIVE AND THEORIES OF DESIRE,"CLAYTON, J",,,,CRITICAL INQUIRY,FAL 1989,1989,16,1,,,,33,53,,10.1086/448525,,,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,2,1,1,2,2,1,1,0,0,0,1,0,2,2,0,1,1,0,1,0,0,0,0
MIDRASH AND INDETERMINACY,"STERN, D",,,,CRITICAL INQUIRY,FAL 1988,1988,15,1,,,,132,161,,10.1086/448477,,,28,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,2,0,4,2,0,5,3,0
RAPE AND THE RISE OF THE NOVEL,"FERGUSON, F",,,,REPRESENTATIONS,FAL 1987,1987,,20,,,,88,112,,,,,28,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,2,1,3,1,3,0,3,2,3,1,1,0
THE MASSES - THE IMPLOSION OF THE SOCIAL IN THE MEDIA,"BAUDRILLARD, J",,,,NEW LITERARY HISTORY,1985,1985,16,3,,,,577,589,,10.2307/468841,,,28,0.88,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,2,2,0,0,1,1,3,1,0,1,2,1,0,0,0,0,1,0,0,1,0,1,1,1,2,1,0
"A COMPARISON OF SOMETHING WITH SOMETHING ELSE + QUINE,RORTY, TRUTH AND LITERATURE","PUTNAM, H",,,,NEW LITERARY HISTORY,1985,1985,17,1,,,,61,79,,10.2307/468979,,,28,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,2,1,0,4,1,1,2,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0
"SEXUAL AND SOCIAL-MOBILITY IN THE 'DUCHESS OF MALFI' + WEBSTER,JOHN","WHIGHAM, F",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1985,1985,100,2,,,,167,186,,10.2307/462288,,,28,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,1,2,0,0,0,0,0,1,2,0,2,1,0,1,3,0,1,1,2,1,1,0,2,0
A FEW CANONIC VARIATIONS + STANDARD REPERTOIRE OF MUSIC AND MUSICOLOGY,"KERMAN, J",,,,CRITICAL INQUIRY,1983,1983,10,1,,,,107,125,,10.1086/448239,,,28,0.82,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,1,1,0,2,0,0,1,1,1,0,0,0,0,0,1,2,6,2,2,0
GENRE AND THE LITERARY CANON,"FOWLER, A",,,,NEW LITERARY HISTORY,1979,1979,11,1,,,,97,119,,10.2307/468873,,,28,0.74,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,3,1,0,2,0,0,1,3,2,0,0,1,1,0,3,3,0
MONODRAMA AND THE DRAMATIC MONOLOGUE + USE OF DURING BRITISH VICTORIAN PERIOD AND TRACING OF CONTINENTAL ORIGINS,"CULLER, AD",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1975,1975,90,3,,,,366,385,,10.2307/461625,,,28,0.67,0,0,1,4,2,1,0,1,1,0,0,2,0,0,0,1,2,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,3,1,0,1,0,0
Confronting religious violence: Milton's 'Samson Agonistes',"Mohamed, FG",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAR 2005,2005,120,2,,,,327,+,,10.1632/003081205X52455,,,27,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,3,1,7,2,3,2,0
Medieval English literature and the idea of the anthology,"Lerer, S",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,OCT 2003,2003,118,5,,,,1251,1267,,10.1632/003081203X68018,,,27,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,2,7,2,1,3,3,0,1,0
Ordering the world of goods: Consumer revolution and the classification of objects in eighteenth-century France,"Kwass, M",,,,REPRESENTATIONS,SPR 2003,2003,,82,,,,87,116,,,,,27,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,4,2,2,1,2,3,4,1
"Brains, bodies, selves, and science: Anthropologies of identity and the resurrection of the body","Vidal, F",,,,CRITICAL INQUIRY,SUM 2002,2002,28,4,,,,930,974,,10.1086/341240,,,27,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,4,2,2,2,2,2,1,0
The uses of complicity in the changing mise-en-scene of anthropological fieldwork,"Marcus, GE",,,,REPRESENTATIONS,SUM 1997,1997,,59,,,,85,108,,,,,27,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,1,2,1,2,2,4,4,3,2,0
Thick resistance + Anthropology: Death and the cultural construction of agency in Himalayan mountaineering,"Ortner, SB",,,,REPRESENTATIONS,SUM 1997,1997,,59,,,,135,162,,,,,27,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,2,2,1,5,1,1,2,3,3,1,0
"SHAME IN THE CYBERNETIC FOLD, READING TOMKINS,SILVAN","SEDGWICK, EK; FRANK, A",,,,CRITICAL INQUIRY,WIN 1995,1995,21,2,,,,496,522,,10.1086/448761,,,27,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,3,2,3,7,3,1
"AUSTEN,JANE AND SAID,EDWARD - GENDER, CULTURE AND IMPERIALISM","FRAIMAN, S",,,,CRITICAL INQUIRY,SUM 1995,1995,21,4,,,,805,821,,10.1086/448775,,,27,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,2,1,1,2,1,2,0,3,3,1,2,3,0,0
KISSING THE PARDONER,"BURGER, G",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,OCT 1992,1992,107,5,,,,1143,1156,,10.2307/462870,,,27,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,2,1,3,0,0,3,2,6,1,1,0,0,0,1,1,0
"CHECKING THE EVIDENCE, THE JUDGE AND THE HISTORIAN","GINZBURG, C",,,,CRITICAL INQUIRY,FAL 1991,1991,18,1,,,,79,92,,10.1086/448624,,,27,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,1,0,0,2,3,1,0,0,1,2,0,2,1,4,3,0,0
"HISTORY AND LITERATURE, AFTER THE NEW HISTORICISM","PORTER, C",,,,NEW LITERARY HISTORY,WIN 1990,1990,21,2,,,,253,272,,10.2307/469250,,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,1,2,3,1,1,0,0,1,0,0,0,1,2,1,1,1,0,1,1,1,0
"AN EXCHANGE ON TRUTH, FREEDOM, AND POLITICS .1. TRUTH AND FREEDOM - A REPLY TO MCCARTHY,THOMAS","RORTY, R",,,,CRITICAL INQUIRY,SPR 1990,1990,16,3,,,,633,643,,10.1086/448550,,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,3,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,5,1,0
"ON DERRIDA,JACQUES 'PAUL DEMANS WAR' - REPLY","DERRIDA, J",,,,CRITICAL INQUIRY,SUM 1989,1989,15,4,,,,812,873,,10.1086/448522,,,27,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,5,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,2,1,1,2,3,1,0
AN ARS-OBLIVIONALIS - FORGET IT,"ECO, U",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 1988,1988,103,3,,,,254,261,,10.2307/462374,,,27,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,3,0,1,0,0,0,1,0,0,1,0,1,0,1,1,3,5,1,4,0
"THE REVENGE OF LITERATURE, A HISTORY OF HISTORY","ORR, L",,,,NEW LITERARY HISTORY,FAL 1986,1986,18,1,,,,1,22,,10.2307/468653,,,27,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,1,2,1,3,0,0,0,0,0,1,2,1,0,0,1,0,1,1,1,2,1,0,0,1,0
MEDUSAS-HEAD - MALE HYSTERIA UNDER POLITICAL PRESSURE,"HERTZ, N",,,,REPRESENTATIONS,1983,1983,,4,,,,27,54,,,,,27,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,3,0,1,0,1,3,0,0,0,1,1,2,2,3,1,1,1,0
LAW AS INTERPRETATION,"DWORKIN, R",,,,CRITICAL INQUIRY,1982,1982,9,1,,,,179,200,,10.1086/448194,,,27,0.77,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2,1,5,1,0
ONLY TIME CAN TELL - ON THE TOPOLOGY OF MENTAL SPACE AND TIME,"JONES, MR",,,,CRITICAL INQUIRY,1981,1981,7,3,,,,557,576,,10.1086/448115,,,27,0.75,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,1,2,0,4,2,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NEW TEMPORALITIES IN MUSIC,"KRAMER, JD",,,,CRITICAL INQUIRY,1981,1981,7,3,,,,539,556,,10.1086/448114,,,27,0.75,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,1,2,4,2,1,0
ZERO DEGREE DEVIANCY - THE LESBIAN NOVEL IN ENGLISH,"STIMPSON, CR",,,,CRITICAL INQUIRY,1981,1981,8,2,,,,363,379,,10.1086/448159,,,27,0.75,0,0,0,0,0,0,0,0,0,2,0,1,2,0,3,1,0,0,0,1,3,3,1,2,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"WHERE EPISTEMOLOGY, STYLE, AND GRAMMAR MEET LITERARY-HISTORY - DEVELOPMENT OF REPRESENTED SPEECH AND THOUGHT","BANFIELD, A",,,,NEW LITERARY HISTORY,1978,1978,9,3,,,,415,454,,10.2307/468449,,,27,0.69,0,0,0,0,0,0,2,1,8,1,2,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
"NORMAL CIRCUMSTANCES, LITERAL LANGUAGE, DIRECT SPEECH ACTS, ORDINARY, EVERYDAY, OBVIOUS, WHAT GOES WITHOUT SAYING, AND OTHER SPECIAL CASES","FISH, SE",,,,CRITICAL INQUIRY,1978,1978,4,4,,,,625,644,,10.1086/447959,,,27,0.69,0,0,0,0,0,1,6,6,2,0,2,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0
Habitus clive: Aesthetics and politics in the work of Pierre Bourdieu,"Bennett, Tony",,,,NEW LITERARY HISTORY,WIN 2007,2007,38,1,,,,201,228,,10.1353/nlh.2007.0013,,,26,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,2,3,5,3,4,0
Global comparativism,"Mufti, AR",,,,CRITICAL INQUIRY,WIN 2005,2005,31,2,,,,472,489,,10.1086/430976,,,26,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,2,5,3,2,2,2,0
"How it feels to be a problem: DuBois, Fanon, and the ''impossible life'' of the black intellectual","Posnock, R",,,,CRITICAL INQUIRY,WIN 1997,1997,23,2,,,,323,349,,10.1086/448831,,,26,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,0,1,0,3,1,1,1,5,2,3,1,0
"BY FORCE OF MOURNING + AN ESSAY ON MARIN,LOUIS AND HIS WORKS","DERRIDA, J",,,,CRITICAL INQUIRY,WIN 1996,1996,22,2,,,,171,192,,10.1086/448788,,,26,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,0,3,0,1,1,0,3,1,4,3,1,1,1,0
"TRAUMATIC CURES - SHELL-SHOCK, JANET, AND THE QUESTION OF MEMORY","LEYS, R",,,,CRITICAL INQUIRY,SUM 1994,1994,20,4,,,,623,662,,10.1086/448731,,,26,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,2,1,1,3,1,1,1,1,1,0,0,1,2,0
"MEAD VOICES, IMITATION AS FOUNDATION OR, THE STRUGGLE AGAINST MIMESIS","LEYS, R",,,,CRITICAL INQUIRY,WIN 1993,1993,19,2,,,,277,307,,10.1086/448675,,,26,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,6,2,4,1,0,4,1,0,4,0
"OCCIDENTALISM AS COUNTERDISCOURSE, 'HE SHANG' IN POST-MAO CHINA","CHEN, XM",,,,CRITICAL INQUIRY,SUM 1992,1992,18,4,,,,686,712,,10.1086/448652,,,26,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,2,1,0,1,0,0,1,1,1,1,0,3,0,2,3,0,2,0,0
NEGOTIATION AND NEW HISTORICISM,"LEINWAND, TB",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 1990,1990,105,3,,,,477,490,,10.2307/462896,,,26,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,0,4,1,3,0,1,2,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0
"HARVEY,WILLIAM 'PRELECTIONES', THE PERFORMANCE OF THE BODY IN THE RENAISSANCE THEATER OF ANATOMY","WILSON, L",,,,REPRESENTATIONS,WIN 1987,1987,,17,,,,62,95,,,,,26,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,3,2,2,1,1,0,0,4,2,3,1,0,0
THE IDEOLOGY OF NARRATIVE FORM IN SENSATION FICTION,"LOESBERG, J",,,,REPRESENTATIONS,WIN 1986,1986,,13,,,,115,138,,,,,26,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,2,2,8,4,2,2,0,0
DIALOGICS AS AN ART OF DISCOURSE IN LITERARY-CRITICISM,"BIALOSTOSKY, DH",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,OCT 1986,1986,101,5,,,,788,797,,10.2307/462355,,,26,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,1,2,1,2,0,2,2,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0
PLURALISM IN POSTMODERN PERSPECTIVE,"HASSAN, I",,,,CRITICAL INQUIRY,SPR 1986,1986,12,3,,,,503,520,,10.1086/448348,,,26,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0
THE FIGURE OF THE READER IN PETRARCH 'SECRETUM',"KAHN, V",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1985,1985,100,2,,,,154,166,,10.2307/462287,,,26,0.81,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,3,1,0,1,2,2,1,3,1,0,0,1,0
"THE SWORD BECAME A FLASHING VISION - GRIFFITH,D.W. THE 'BIRTH OF A NATION'","ROGIN, M",,,,REPRESENTATIONS,1985,1985,,9,,,,150,195,,,,,26,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,2,1,1,0,2,2,0,2,3,1,4,2,0
"PLAYING THE OTHER, THEATER, THEATRICALITY, AND THE FEMININE IN GREEK DRAMA","ZEITLIN, FI",,,,REPRESENTATIONS,1985,1985,,11,,,,63,94,,,,,26,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,2,1,0,2,0,2,2,3,2,4,0,0
"ORALITY, LITERACY, AND MEDIEVAL TEXTUALIZATION","ONG, WJ",,,,NEW LITERARY HISTORY,1984,1984,16,1,,,,1,12,,10.2307/468772,,,26,0.79,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,3,2,2,1,0,2,0,0,0
"GREENBERG,CLEMENT THEORY OF ART","CLARK, TJ",,,,CRITICAL INQUIRY,1982,1982,9,1,,,,139,156,,10.1086/448192,,,26,0.74,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3,1,3,0,1,0
WHAT IS THE MEANING OF A TEXT,"STOUT, J",,,,NEW LITERARY HISTORY,1982,1982,14,1,,,,1,12,,10.2307/468954,,,26,0.74,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,3,2,1,0,0,2,2,0,0
"LIMITS OF PLURALISM .1. PRESERVING EXEMPLAR - OR, HOW NOT TO DIG OUR OWN GRAVES","BOOTH, WC",,,,CRITICAL INQUIRY,1977,1977,3,3,,,,407,423,,10.1086/447897,,,26,0.65,0,0,0,0,1,0,3,4,0,1,4,3,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
